,sentence
20,단순 양적확대가 아닌 전략적 투자 강화를 위해 세부 중점기술 단위로 국가 차원에서 지향할 임무와 기술개발 목표를 명확히 설정하는 범부처 전략로드맵도 관계부처와 함께 수립해 나간다.
21,또한 전략기술 경쟁력 확보에 필수적인 첨단소재 및 부품·장비 개발도 적극 지원하기 위해 소부장특별법에 따른 R&amp;D 핵심품목과 미래첨단소재 발굴·지원체계를 국가전략기술 분야와 긴밀히 연계해 나갈 것이라고 밝혔다.
22,아울러 임무중심으로 R&amp;D투자를 통합 및 조정해 성과창출을 지원할 계획이다.
23,현재 부처·사업별 예산배분·조정 방식으로는 긴밀한 연계가 어려워 임무 중심으로 관련 R&amp;D사업을 종합적으로 분석·조정하는 범부처 통합형 예산배분 방식을 도입해 범부처 차원의 전략적 연계·조정을 강화하겠다는 것이다.
24,예를 들어 전략로드맵과 연계된 부처별 R&amp;D사업을 통합 심의해 연계성 강화하는 방안이 거론된다.
25,끝으로 급변하는 기술환경에 유연하게 대응토록 R&amp;D 예타조사 기간·절차·방식 등의 제도개선 사항을 국가전략기술 R&amp;D사업에 적용 활용할 계획이다.
26,패스트트랙 제도를 적극 활용해 사업추진을 신속하게 지원하고 기술환경 변화 발생 시 사업목표·계획을 보완해 시의성·도전성 확보가 가능하도록 절차를 마련해 나간다는 설명이다.
27,시급하다고 판단되는 기술 개발은 예비타당성 조사 면제를 검토하고 부처나 사업별 칸막이를 제거한 통합형 예산 배분으로 추진에 박차를 가하기로 했다.
28,왼쪽부터 이우일 자문회의 부의장 윤 대통령 자문위원 대표인 이광형 카이스트 총장.
29,현재 양자기술은 태동 단계라 양자컴퓨팅과 초정밀 양자 센서를 개발하면 세계시장을 빠르게 선도할 수 있다.
30,반도체는 실리콘 기반에서 화합물 기반으로 전력반도체 소자 세대 교체가 예상되는 만큼 소자 개발을 통한 미래 반도체 산업 주도권 확보에 나서야 한다.
31,차세대 원자력의 경우 소형모듈원자로(SMR) 개발 시 에너지원 확보와 탄소중립 목표 달성에 도움을 주고 글로벌시장에서 경쟁 우위를 가질 수 있는 것으로 평가된다.
32,주영창 과기정통부 과학기술혁신본부장은 “이미 최고 수준인 반도체 기술은 초격차를 유지하도록 지원하고 경쟁력을 갖추지 못한 기술은 빨리 추격하도록 하겠다며 맞춤형 지원을 약속했다.
33,국가전략기술 R&amp;D 사업의 빠른 추진을 위해서는 신속한 예산 반영이 필수적이다.
34,시급성이 높은 국가 정책적 사업에는 예비타당성 조사 면제도 검토하기로 했다.
35,사업별·부처별로 예산을 짜는 것이 아니라 임무에 기반한 통합형 배분 방식을 도입하면서 예산 배분 방식의 칸막이도 걷어낼 계획이다.
36,과기정통부는 또 국가전략기술 프로젝트 등 핵심 사업을 별도 관리해 성과 확보에 예산을 집중적으로 투입할 방침이다.
37,메신저 앱 카카오톡 이용자는 물론이고 카카오택시 카카오페이 등 주요 서비스에도 동시다발적 장애가 일어나 커다란 혼선과 불편이 잇따랐죠.
38,독점적 지위를 가진 정보기술(IT) 플랫폼의 서비스 부실 운영으로 국가 기간 소통망이 한순간에 멈춰서는 국가 재난급 사태가 터졌기 때문이죠.
39,더욱이 이번 사고로 카카오가 아직 자체적으로 운영 중인 데이터센터가 없는 것으로 나타나면서 논란이 됐습니다.
40,그간 국내 시장에서 막대한 점유율을 가져가면서 IT 공룡으로 성장한 국내 테크 플랫폼 회사들이 전 세계로 뻗어나가기 위해선 사업모델(BM) 다각화와 규모 확장 등 성장뿐 아니라 기업 거버넌스와 서비스 안정성 등 기본기에 집중해야 한다는 지적이 많습니다.
41,특히 이번 카카오 서비스 장애로 인해 데이터센터의 중요성이 더욱 부각됐죠.
42,이번주 더테크웨이브에선 초연결시대 핵심 인프라인 데이터센터에 대해 낱낱이 살펴보겠습니다.
43,사진 제공 네이버 ◆초연결시대 심장 데이터센터데이터센터란 인터넷과 연결된 데이터를 모아두는 시설을 말합니다.
44,데이터센터는 인터넷 서비스를 만들어내는 핵심인 서버를 비롯해 인터넷 구축을 위해 중요한 통신 기기인 라우터 안정적 전원 공급을 위한 UPS 등으로 구성됩니다.
45,사실상 서버가 요구하는 모든 자원을 건물 자체에서 조달할 수 있도록 설계됩니다.
46,빅테크 뿐 아니라 IT서비스를 운영하는 기업들과 개인들은 원활한 서비스를 위해 이용자 간에 오가는 대규모 데이터를 인터넷을 통해 외부 서버의 성능 좋은 서버에 전달·저장합니다.
47,이러한 대형 서버들을 한 곳에 모아놓은 물리적 공간이 바로 데이터센터인 것이죠.
48,사진 제공 카카오 데이터센터는 인터넷데이터센터인 IDC(Internet Data Center) 클라우드 컴퓨팅을 위한 데이터센터인 CDC(Cloud Data Center) 등으로 구분됩니다.
49,일반적인 데이터센터들도 클라우드 컴퓨팅 기술을 포함하고 있기 때문에 구분이 필요없어진 탓입니다.
50,클라우드란 인터넷 통신망 어딘가에 구름처럼 싸여 보이지 않는 컴퓨팅 자원을 각 기관·기업 내부의 전산실에서 벗어나 필요한 만큼 외부에서 가져다 쓸 수 있는 가상 서버를 말합니다.
51,개념 자체는 가상이지만 실질적으로는 서버와 네트워크 장치를 비롯한 컴퓨팅 장비를 갖춘 물리적 공간 바로 데이터센터가 필수적이죠.
52,◆예민한 관리가 필수인 서버호텔데이터센터가 없으면 대규모 데이터를 저장하고 처리하는 것 자체가 불가능합니다.
53,데이터센터가 서비스의 안정적인 가동을 위해 가장 중요한 핵심 시설로 분류되는 이유입니다.
54,국가적 차원에서도 데이터센터의 중요성은 매우 높아 전쟁과 같은 유사 상황 발생시 가장 먼저 보호해야 할 시설 중 하나로 손꼽힙니다.
55,데이터센터는 통상적으로 땅값이 저렴한 지역인 산 중턱을 깎거나 매립지 등에 주로 세워집니다.
56,예컨대 발열량이 막대한 서버 열을 신속하게 식히기 위한 공조 설비 등을 설계할 때부터 반영해야 하죠.
57,서버는 기본적으로 높은 부하로 돌아가는 고성능 컴퓨터이기 때문에 뜨거울 수밖에 없습니다.
58,◆빅테크가 데이터센터에 돈 쏟아붓는 이유 구글 마이크로소프트(MS) 아마존 등 전 세계 빅테크 기업들은 데이터센터 중요성을 일찍부터 인식하고 여기에 막대한 돈을 쏟아붓고 있습니다.
59,해외 빅테크들은 자체 데이터센터와 DR센터 설립 등 투자를 지속적으로 늘릴 뿐만 아니라 재난이 발생했을 경우를 대비한 컨틴전시 플랜과 재해복구(DR) 매뉴얼과 시스템을 구축해놓고 있죠.
60,예를 들어 화재 또는 기타 운영 중단을 야기하는 사건이 발생할 경우 데이터 액세스를 다른 데이터센터로 자동으로 전환해 중단 없이 서비스가 이루어질 수 있도록 조치하거나 비상용 백업 발전기를 구비해 정전 시에도 데이터센터에 계속 전력을 공급하는 식이죠.
61,구글은 하드웨어 컴포넌트의 영구적 손상으로 장기적으로 서비스가 중단되는 사태를 막기 위해 즉시 데이터센터를 셧다운하는 조치를 내렸죠.
62,올해 미국 테네시 버지니아 오클라호마에 데이터센터를 신설했고 아이오와 조지아 등 기존 데이터센터를 업그레이드 했고요.
63,반면 상대적으로 영세한 회사의 경우 자체 데이터센터 구축과 운영에 상당한 비용이 들고 관리가 어렵기 때문에 돈을 내고 데이터센터를 빌려쓰기도 합니다.
64,이번에 화재가 난 판교 데이터센터의 경우 카카오가 SK C&amp;C가 만든 데이터센터를 이용한 것이죠.
65,◆산으로 간 네이버 대학으로 간 카카오 IT 업계 한 관계자는 이번 사고 발생 이후 카카오도 데이터센터 중요성을 인지하고 있었는데 새로 짓는 센터가 본격적으로 가동하기 전에 사고가 터져 안타깝다고 말했습니다.
66,데이터센터 입지 선정에서 네이버와 카카오는 상반된 전략을 취하고 있습니다.
67,우선 카카오는 예정된 데이터센터를 모두 경기도에 있는 대학에 지을 예정입니다.
68,데이터센터와 함께 연구 공간을 마련해 학계와 메타버스 인공지능(AI)과 같은 미래 신사업을 같이 연구하겠다는 것이죠.
69,낮은 기온은 뜨거워진 서버를 냉각하는 데 들어가는 전력을 크게 줄일 수 있고 청적지역이라 먼지로 인한 서버 오작동 위험이 적다고 춘천을 택한 이유를 설명했습니다.
70,각 홈페이지 넓은 용지 확보도 데이터센터 입지 선정에 매우 중요한 요소입니다.
71,회사 측은 서버를 여러 동에 분산한 이유는 안전성을 높이고 데이터 증가 속도에 맞춰 증축이 쉽기 때문이라고 설명했습니다.
72,가령 A동에 불이 나더라도 해당 동을 셧다운하고 B C동은 정상 가동이 가능하다는 얘기입니다.
73,반면 좁은 용지에 층으로 짓는 데이터센터의 경우 상대적으로 화재 위험에 취약할 수 있다는 분석입니다.
74,첨단데이터센터 숙제로 데이터센터는 온도를 유지하기 위해 엄청난 전력을 소비합니다.
75,메타와 MS와 같은 빅테크들은 해저에 데이터센터를 짓거나 풍력을 이용한 친환경 데이터센터 구축 등 새로운 실험을 벌이고 있습니다.
76,환경·책임·투명경영(ESG)과 탄소중립이 전 세계적 화두로 떠오르면서 데이터센터의 친환경적 운영을 위한 기술 개발에도 속도가 붙는 추세입니다.
77,규제 쓰나미 경계론도 데이터센터에 대한 수요는 폭발적으로 성장해왔고 앞으로 더 커질 전망입니다.
78,초거대(하이퍼스케일) 데이터센터 시장에선 특히 한국이 전 세계 큰손들로부터 새로운 투자처로 각광받고 있습니다.
79,초고속으로 성장하는 국내 클라우드 시장 성장을 뒷받침할 제반시설로 주목받고 있는 것이죠.
80,캐나다연금투자위원회(CPPIB)는 국내 부동산 개발업체인 퍼시픽자산운용과 합작사를 차리고 경기 용인시에 데이터센터를 짓기로 했습니다.
81,이번 카카오 먹통 사태로 당정은 데이터센터 이중화를 의무화하겠다고 발표했습니다.
82,민간 데이터센터를 방송·통신시설처럼 국가재난관리시설로 의무화하겠다는 규제 계획도 나왔습니다.
83,업계에선 국내 기업은 물론 국내에 투자하는 외국계 기업의 시장 진입을 가로막을 위험성이 크다는 목소리도 나옵니다.
84,사태의 근본적인 원인이 규제가 부족해서가 아니라 한 기업의 경영상 오판에 있으므로 규제 강화에 매몰되기보다는 시장경제와 산업 경쟁력을 함께 고려하는 신중함이 필요하다는 지적입니다.
85,혁신적인 서비스로 인류를 진보시키는 최신 기술 동향과 기업 사례를 소개하겠습니다.
86,최근에 비트코인을 산 투자자들도 수익을 내고 차익을 실현하기에 가야 할 길이 더 멀다는 것이다.
87,이렇다 보니 비트코인은 주식시장과 별개로 놀랄 만한 안정세를 보이고 있는 반면 이더리움은 비트코인보다 미국 주식시장에 더 연동되고 있다고 봤다.
88,샤 애널리스트는 앞으로 가상자산시장에 기관투자가들이 다시 본격 진입할 것인지 여부는 가격 변동성이 회복되느냐에 달려 있다고 봤다.
89,그는 “전통적인 금융회사들은 고객 수요를 충족시키기 위해 가상자산 상품을 내놓고 있지만 가상자산 변동성이 다시 반등하지 않은 한 고객들의 투자 수요도 회복될 지 불확실하다고 지적했다.
90,이어 내년에도 자동차 부품 수요 증가 신규 프로젝트 본격 양산에 힘입어 높은 매출 성장이 예상되며 매출 상승효과 및 비용 개선 활동으로 수익 확보도 지속하고자 한다고 덧붙였다.
91,LG전자 인포테인먼트 시스템이 탑재된 디지털 콕핏 컨셉 사진LG전자 제공.
92,재판매 및 DB 금지 LG전자는 글로벌 수요 위축에도 가전과 TV 제품 재고는 관리를 통해 적절한 수준으로 유지되고 있다고 설명했다.
93,또 회사 측은 설비투자(CAPEX)도 연초에 계획한 수준을 유지하겠다고 밝혔다.
94,다만 사업 포트폴리오 고도화 및 신규 사업 발굴을 위한 투자도 강화하되 불요불급한 투자는 최소화하고 투자 효율화 노력을 통해 글로벌 경기 침체 및 수요 둔화에 대응하면서 지속해서 재무 건전성을 유지하겠다고 덧붙였다.
95,임태희 경기도교육감은 “학교 신설은 가장 기본적인 과밀학급 해소 방안이라며 “향후 지자체 등 유관기관과 협력해 지자체 미사용 부지를 학교 용지로 활용 학교설립 세대 기준 하향 등을 요청해나갈 계획이라고 말했다.
96,테슬라 최고경영자(CEO) 일론 머스크의 트위터 인수가 임박하면서 가상화폐 도지코인이 급등세를 보이고 있다.
97,머스크가 트위터 결제 시스템에 도지코인을 도입할 것이라고 가상화폐 투자자들이 기대하는 데 따른 것이란 분석이다.
98,중기부는 불확실성과 금리인상 기조 장기화로 인한 전 세계적인 벤처투자심리 악화가 국내 벤처투자시장에서도 본격화한 것으로 봤다.
99,기업가치 하락기를 맞아 가격 협상이 상대적으로 용이하고 중·장기적으로 고수익을 기대할 수 있는 초기기업에 대한 벤처캐피탈(VC)들의 선호가 증가하면서 이들 기업에 대한 벤처투자도 늘어난 것으로 중기부는 분석했다.
100,왼쪽부터 이재식 농협중앙회 부회장 조소행 농협중앙회 상호금융 대표이사 우성태 농협중앙회 농업경제 대표이사 손병환 NH농협금융지주 회장 권준학 NH농협은행장 정영채 NH투자증권 대표이사 조두식 NH농협캐피탈 대표이사.
101,창원 지역 특수학교의 과밀화를 해소하고 진해 지역 거주 특수교육 대상 학생들의 통학 여건 개선에 도움이 될 전망이다.
102,백신을 개발하는 기업들과 함께 각자 어떻게 혁신을 했는지 여러 방식을 분석한 끝에 목표로 삼게 됐다.
103,과감한 투자를 통해 신기술을 개발하고 각국의 규제 완화를 통해 빠르게 상용화한다면 목표를 달성할 수 있을 거라고 본다.
104,또 바이러스가 처음 퍼지기 시작할 때 임상 네트워크를 구축해 즉각적으로 행동할 수 있어야 한다.
105,더불어 전 세계에 생산 시설이 분포할 수 있게끔 생산 역량을 키워 대규모 생산에도 준비해야 한다.
106,이를 위해선 무엇보다 자금 조달 메커니즘을 통해 더 많은 투자가 이뤄져야 한다.
107,연합뉴스 Q : CEPI가 투자한 SK바이오사이언스에서 스카이코비원 백신을 개발했다.
108,A : 시간을 두고 백신 접종 이후의 성과와 면역력 등을 지켜봐야겠지만 굉장히 효과적인 항원이라고 분석하고 있다.
109,다른 백신과 마찬가지로 스카이코비원도 계속해서 업데이트를 거쳐야 하는 백신이다.
110,전염병에 대비하고 공중보건을 더 탄탄하게 만들려면 이런 환경이 필요하다고 본다.
111,특히 SK바사의 경우 이미 첫 번째 프로젝트인 스카이코비원 개발을 함께 했다.
112,이날 이사회는 경영실적을 보고받는 자리지만 이 부회장의 회장 취임 안건도 함께 논의됐다.
113,삼성전자 이사회는 글로벌 대외 여건이 악화되고 있는 가운데 책임 경영 강화 경영 안정성 제고 신속하고 과감한 의사결정이 절실하다고 판단해 이같이 의결했다고 강조했다.
114,이재용 회장은 이날 별도의 행사 또는 취임사 발표 없이 예정된 재판 일정에 참석했다.
115,이 회장은 당시 간담회에서 회장님의 치열했던 삶을 되돌아보면 참으로 무거운 책임감이 느낀다며 선대의 업적과 유산을 계승 발전시켜야 하는 게 제 소명이라고 말했다.
116,새로운 분야를 선도하지 못했고 기존 시장에서는 추격자들의 거센 도전을 받고 있다고 회사를 진단했다.
117,우리 앞에 놓인 현실은 엄중하고 시장은 냉혹하다며 지금은 더 과감하고 도전적으로 나서야할 때로 세상에 없는 기술에 투자해야 한다.
118,※한경 마켓PRO는 한 주간 짚어본 종목·투자 전략을 돌아보는 마켓PRO 위클리 리뷰 코너를 운영 중입니다.
119,한경 마켓PRO는 어디에서도 볼 수 없었던 프리미엄 투자 정보를 전달합니다.
120,이 종목 살까 말까-대웅제약 롯데관광개발 비씨엔씨✔신약 성과에도 주가 무너진 대웅제약 부활할까 대웅제약을 소개하는 이유는 저돌성입니다.
121,리오프닝 수혜주에도 불구하고 주가 흐름이 좀처럼 개선되지 않고 있기 때문이죠.
122,악화된 재무 상황을 지적하면서도 악재가 다 나온 만큼 주가가 조만간 바닥을 형성할 것이란 분석이 나옵니다.
123,롯데관광개발은 호재와 악재가 서로 뒤엉켜 주가 전망이 어려운 종목으로 꼽힙니다.
124,롯데관광개발은 타임폴리오자산운용이 주식을 추가 매입할 정도로 리오프닝 수혜가 예상되지만 자금조달 가능성과 기발행된 전환사채(CB) 오버행(대규모 매각 대기 물량) 관련 리스크를 가지고 있는데…✔반도체 소재기업 비씨엔씨 국산화 소재 연말까지 승인 전망 포커스링은 반도체 웨이퍼를 깎을 때(식각 공정) 웨이퍼가 움직이지 않게 잡아주는 역할을 하는 고부가가치 소재입니다.
125,반도체를 만들 때 꼭 필요한 소재였지만 그동안 이 소재를 국내에서 만드는 곳이 없었습니다.
126,비씨엔씨 역시 그동안은 미국 코닝사에게 합성쿼츠 소재를 공급받아 포커스링을 만들어 납품했었던 업체입니다.
127,그러나 최근 독자적 소재 양산에 성공 SK하이닉스 등 고객사들의 테스트를 받고 있습니다.
128,마켓PRO는 현재 지어지고 있는 새 공장과 확보된 부지도 확인하고 왔는데… 어떤 투자 전략 통할까- 증권사가 픽한 유망 종목 목표가 크게 오른 종목 등✔악재에 둔감해진 지금이 기회?
129,증권사들이 픽한 유망 종목 살펴보니 악재에 둔감해지고 있다 삼성증권은 최근 보고서를 통해 이같은 메시지를 전했죠.
130,그러면서 대중이 비관에 빠 질 때 용감하게 매수에 참여한 투자자들이 좋은 결과를 얻은 사례는 시장 역사에서 여러 번 반복됐다며 비관론자는 일시적으로 그 주장이 맞을 때 명예를 얻지만 비관론이 정점에 왔을 때 매수하는 투자자는 부를 얻는다는 시장 격언을 다시 한번 생각해 볼 시점이라고 평가했습니다.
131,△미국 IRA 수혜 △모빌리티&amp;실적 호조 △장기 낙폭 과대 관련 주들을 유심히 살펴봐야 한다는 분석입니다.
132,미국 IRA 수혜와 관련해선 삼성SDI 포스코케미칼 고려아연 한화솔루션을 포함했죠.
133,최근 한 달 동안 국내에 상장된 상장지수펀드(ETF) 중 중국 증시의 하락과 미국의 채권가격 하락에 베팅한 상품의 수익률이 가장 돋보였던 것으로 나타났습니다.
134,시진핑 주석은 공동부유 정책을 강하게 밀어붙이고 있어 홍콩증시에 상장된 플랫폼 기업 등의 주가에 악영향을 미칠 것이란 우려가 커졌기 때문인데… 오픈·블라인드 인터뷰-채권 투자전략 모멘텀 투자 방법 등✔채권에 빠진 채린이 급증했다는데…OOO 알아야 돈벌 수 있다 오픈 인터뷰임태혁 삼성자산운용 ETF운용본부장 주식투자를 할때도 주가에 대한 예측이 있어야 하는 것처럼 채권 투자는 금리의 방향성을 예측해야 합니다.
135,채권 투자의 경우 채권 가격 등락에 따른 자본차익과 배당(이자)수익으로 구분됩니다.
136,(국내 한 펀드매니저 A씨) 최근 여의도 증권가에선 부동산에 대한 대화가 부쩍 늘어났습니다.
137,부동산 프로젝트파이낸싱(PF) 위축 여파로 자금시장이 얼어붙으면서 상장주식에도 영향을 미치고 있기 때문이죠.
138,롯데건설이 자금조달에 어려움을 겪고있다는 소문이 돌자 모회사인 롯데케미칼이 자금 지원에 나설 수 있다는 우려가 나오면서 주가가 급락한 게 그 예입니다.
139,한경 마켓PRO는 블라인드 인터뷰를 통해 시장 관계자들의 목소리를 솔직하게 담아봤는데…✔모멘텀 투자 실패 줄이려면…이것 확인하라 블라인드 인터뷰증권사 프라이빗뱅커(PB) 사진게티이미지뱅크특정 이슈로 관련 종목의 주가가 급등할 때 추격매수하는 걸 모멘텀 투자로 생각하는데 그런 식으론 한두번은 몰라도 꾸준히 수익을 남기기 힘들죠.
140,연기금 사모펀드 기타법인의 수급을 확인하는 게 특정 이슈의 주가에 대한 영향력이 유지될지를 가늠하는 방법 중 하나인데…한경 온리(Only) 콘텐츠로 채운 한경 마켓PRO와 함께 달라진 투자의 깊이를 경험해 보세요.
141,자세한 내용은 한경닷컴 내 별도 마켓PRO 페이지를 통해 확인할 수 있습니다.
142,이상호 SKT 최고기술책임자(CTO 왼쪽)와 김영섬 코난테크놀로지 대표가 MOU 체결 후 기념촬영을 하고 있는 모습.
143,자체 기술로 개발한 AI 원천기술을 바탕으로 자연어를 처리하는 텍스트 AI와 AI로 영상을 분석하는 비디오 AI 영역에서 기술력을 확보하고 있다.
144,SKT는 이번 투자 및 양사 전략적 파트너십이 AI 핵심 기술 확보 및 역량 강화에 큰 도움이 될 것으로 기대하고 있다.
145,(에이닷)’ 고도화 및 AI를 바탕으로 비즈니스모델(BM)을 혁신하는 AI 대전환을 통해 AI컴퍼니 진화에 속도를 더할 예정이다.
146,양사는 시너지 창출을 위해 인력 교류 및 기술 협력과 시장 확대 등 다양한 분야에서 구체적 협업 방안을 검토할 예정이다.
147,예를 들어 양사 AI 전문 인력 교류 및 활용을 통해 다양한 AI프로젝트 공동 수행이 가능해질 전망이다.
148,SKT는 AI 컴퍼니 비전 달성을 위한 혁신 속도를 높이기 위해 AI 핵심 기술과 역량을 보유한 기업에 대한 투자 및 파트너십을 앞으로도 강화해 나갈 방침이다.
149,AI 대전환에 필요한 기술과 인재 확보 차원에서 스타트업에 대한 투자와 전략적 협업도 보다 적극 추진해 나갈 계획이다.
150,이상호 SKT 최고기술책임자(CTO)는 “SKT AI 사업 확장에 코난테크놀로지의 AI기술이 접목되어 시너지가 크게 확대될 것으로 기대한다면서 “코난테크놀로지도 SKT와 협업을 통해 한 단계 업그레이드 될 것이라고 말했다.
151,이날 협약식은 투자를 결정한 주식회사 동남과 경남도 창원시 부산진해경제자유구역청이 함께 원활한 투자를 위한 행정·재정적 지원을 약속하는 차원에서 마련했다.
152,동남은 도내 외국인투자지역에 입주하는 첫 기업으로 부산진해경제자유구역 내 창원 남문지구 외국인투자지역에 입주한다.
153,권창호 경남도 투자유치단장은 본점을 울산에 둔 해외진출 중견기업이 국내로 복귀하면서 경남 외국인투자지역에 신설 투자를 하게 돼 의미가 크다며 계속되는 글로벌 경제위기 상황에서 국내 복귀를 희망하는 우량기업의 선제 유치와 정착 지원을 위해 최선을 다하겠다고 밝혔다.
154,대학생 아들의 권유로 가상화폐에 소액 투자 경험을 했던 홍 대표는 과거 테마주·작전주에 빚내서 투자했다 실패했던 경험담까지 꺼내면서 빚내서 변동성 높은 자산에 투자하는 행위는 반드시 그만둬야 한다고 강조했다.
155,홍 대표가 TQQQ와 비트코인 투자의 가장 큰 리스크로 본 것은 높은 변동성에 더해 TQQQ와 비트코인은 이자나 배당금이 없고 가격의 움직임도 비슷한 방향으로 향한다는 점이다.
156,한국주식과 미국국채에 절반씩 투자할 경우 시장이 흔들려도 변동성이 줄어드는 한편 장기적으로도 좋은 투자 성과를 올릴 수 있었다.
157,또한 투자금의 절반은 원화 나머지 절반은 달러화로 통화 가치가 서로 반대로 움직이는 경향이 있기 때문에 포트폴리오의 변동성도 줄일 수 있다는 설명이다.
158,농협은 이를 통해 생산·유통 분야 등 농산업 전반의 상생 혁신 투자생태계를 조성할 계획이다.
159,이날 행사는 이성희 농협중앙회장과 조재호 농촌진흥청장 안호근 한국농업기술진흥원장 이종순 농림수산식품교육문화정보원장 투자기업 관계자 등이 참석했다.
160,△펀드 출범식 △애그테크 신사업 발굴·육성을 위한 농협중앙회-한국농업기술진흥원 간 업무협약 체결 △애그테크 기술 포럼 순서로 진행됐다.
161,농협은 이를 통해 생산·유통 분야 등 농산업 전반에 대해 상생 혁신할 수 있는 투자생태계를 조성할 계획이다.
162,특히 농협은 혁신기업들이 농협 내 사업 부서와의 시범사업 발굴 및 협업을 통해 디지털 신기술을 농업 현장에 적용하고 확산할 수 있도록 할 계획이다.
163,애그테크 기술포럼을 매년 개최해 농업 분야에 디지털 기술을 적극 전파하기로 했다.
164,농협중앙회 이성희 회장은 농협은 디지털 혁신과 스마트농업 육성을 통해 일손부족 영농비용 상승 등 현장의 어려움을 극복해 나갈 계획이다며 농산업 전반의 발전을 촉진해 나가기 위해 디지털 혁신기업과도 적극 협력하여 농업을 미래 첨단산업으로 발전시켜 나가는데 힘쓰겠다고 말했다.
165,□ ㈜에이오팜 곽호재 대표는농산업 분야 혁신기업 육성에 힘써 주신 농협에 감사드리며 농업·농촌 미래 성장동력을 창출해 나가는 든든한 동반자로 자리매김할 수 있도록 최선을 다하겠다며 소감을 전했다.
166,경제 성장의 동력인 순수출(수출-수입)의 기여도가 글로벌 경기침체와 반도체 업황 둔화 등의 여파로 부진한 데 따른 것으로 풀이된다.
167,국내총생산에 대한 지출 부문을 살펴보면 민간소비와 설비투자를 중심으로 증가했다.
168,연차가 쌓일수록 급여가 자동으로 올라가는 연공서열 방식의 현행 호봉제를 개개인의 성과 평가에 따라 급여를 주는 성과급제(연봉제)로 바꾸려는 안이다.
169,한국투자증권 관계자는 “정규직 직원들을 대상으로 고용노동부 양식에 따라 연봉제 전환에 대한 동의 절차를 진행하고 있다면서 “추후 내부 토론과 회의도 충분히 거친 뒤 도입을 최종 결정할 예정이라고 말했다.
170,같은 한국투자금융지주 계열인 한국투자저축은행의 경우 일찍이 연봉제를 실시했다.
