,sentence
47,포자랩스는 현재 록음악 힙합 EDM 재즈 시네마틱 유아동 국악 등 전 장르의 음악을 인공지능이 만든다.
48,전문 작곡가 평론가를 대상으로 한 블라인드 테스트에서 “글로벌 인공지능 음악 개발사의 음악과 견줘 손색없는 수준이라고 평가받기도 했다.
49,기존의 저작권이 있는 곡들을 AI 학습 데이터로 활용할 경우 표절이나 저작권 침해 등의 문제가 일어날 수 있다고 판단하고 있어서다.
50,지난한 작업이지만 장기적인 관점에서 데이터의 윤리적 사용 이슈는 인공지능업계에게 늘 중요한 해결 과제라 생각한다.
51,이번에 제출한 ‘AI 음원 샘플 생성’ 관련 논문이 뉴립스에 채택됨에 따라 전 세계의 저명한 석학들로부터 포자랩스의 기술력을 인정받게 됐다.
52,전 세계인이 음악에 대한 전문적인 지식 없이도 자유롭게 음악을 만들고 즐기는 미래를 꿈꾼다.
53,즉 모든 사람들이 자신만의 음악을 소유하고자 할 때 포자랩스의 인공지능 기술 서비스가 가장 먼저 생각날 수 있는 기업으로 만들고자 한다.
54,그는 근면 성실한 태도와 엄격한 통치로 제국 국민들의 사랑과 존경 두려움을 한 몸에 받았던 인물입니다.
55,황제의 어머니는 며느리를 쥐잡듯 잡은 ‘악질 시어머니’였고 황후는 ‘중증 공주병’인 데다 늘 가족에게서 도망 다녔죠.
56,집안 꼴이 이러다 보니 황제 부부의 아들인 루돌프 황태자도 멀쩡하게 자라날 수 없었습니다.
57,오늘 ‘그때 그 사람들’에서는 황제 가족의 비극적인 이야기를 풀어 보겠습니다.
58,“이 여자랑 결혼할래요까진 좋았는데… 이번 기사의 주인공인 네 인물의 가계도.
59,합스부르크 가문 구성원들은 왕가의 혈통을 지키려고 근친혼을 일삼았는데 그러다 보니 후손들이 심각한 유전병을 앓게 됐다는 내용이었습니다.
60,유전병 때문에 지능이 낮았고 언어장애를 비롯해 수많은 장애를 갖고 태어났습니다.
61,“황제를 바꿔야 한다는 목소리가 커지자 황실에서는 ‘다음 타자’를 찾습니다.
62,능력 있는 야심가이자 괄괄한 여장부였던 조피는 못생기고 바보스러운 남편이 썩 마음에 들지 않았습니다.
63,대신 장남인 프란츠 요제프가 똑똑하니 이 아이를 황제로 만들자고 제안했습니다.
64,조피는 고르고 골라 정략결혼 상대로 바이에른 공국의 공주 헬레네를 선택했습니다.
65,왼쪽이 시시 역을 맡은 로미 슈나이더 오른쪽이 프란츠 요제프 역을 맡은 카를하인츠 뵘.
66,문제는 그 상대방이 헬레네가 아니라 재미로 따라 나온 여동생 시시였다는 점입니다.
67,어머니는 펄쩍 뛰었지만 아들은 “전부 양보해도 이것만은 양보할 수 없다고 버팁니다.
68,조피 대공비는 뛰어난 수완과 권위적인 성격으로 인해 합스부르크 가에 남자답다고 할 만한 사람은 조피밖에 없다는 이야기를 들었다고 한다.
69,여기서 이야기가 끝난다면 로맨스 드라마일 텐데 장르는 점점 스릴러로 바뀝니다.
70,온종일 의미 없는 일로 눈코뜰 새 없이 바쁘고 남편은 얼굴 보기도 쉽지 않습니다.
71,어리고 제멋대로인 황후를 제대로 가르쳐야 아들과 제국이 잘 될 수 있다고 생각합니다.
72,며느리의 반항과 투정이라니 자신이 합스부르크 집안에 시집왔을 때만 해도 상상할 수 없었던 일입니다.
73,조피는 자신의 이름을 따서 공주의 이름을 조피 프레데리케라고 짓고 자신의 거처에 데려가 기릅니다.
74,대신 꼴도 보기 싫은 황실을 떠나 여기저기 여행을 다니고 미용에 병적으로 빠져듭니다.
75,현대인 기준으로도 매우 적게 먹었고 공복에 장시간 걷기 운동을 하다 기절한 적도 있다고 합니다.
76,양육권을 넘겨받은 조피와 프란츠 요제프는 안타깝게도 아이를 잘 키우지 못했습니다.
77,황제의 아들인 루돌프 프란츠 카를 요제프(루돌프 황태자)는 제국의 후계자였지만 웬만한 평민 아이만큼도 사랑받지 못했지요.
78,황태자가 남자답게 자라야 한다며 군대식 보육교사를 붙여준 게 대표적인 사례입니다.
79,보육교사는 용감한 사람을 만든답시고 권총을 쏴서 일곱살짜리 애를 깨우고 멧돼지에게 쫓기게 만들고 눈밭에서 일종의 PT체조를 시켰다고 합니다.
80,어른이 돼 여러 정신적 문제에 시달리던 루돌프 황태자는 가정과 정치 모두에서 큰 실책을 저지릅니다.
81,이는 엄격한 프란츠 요제프의 노여움을 샀고 아버지와 아들의 관계는 영조와 사도세자의 관계만큼이나 나빠집니다.
82,루돌프 황태자를 잃고 실의에 빠진 시시의 몸과 마음은 갈수록 피폐해져 갔습니다.
83,방랑벽은 더 심해졌고 경호원도 없이 시녀 몇 명만 데리고 여러 나라를 떠돌아다니게 됩니다.
84,오스트리아-헝가리 제국의 후계자였던 프란츠 페르디난트 대공(프란츠 요제프의 조카)이 세르비아 민족주의 단체 조직원에게 암살당한 사건이다.
85,유럽 최고의 미녀였던 시시도 자손의 번영을 바라며 집안을 쥐락펴락했던 조피 대공비도 행복을 얻지 못했습니다.
86,이들이 서로 좀 더 잘 지냈다면 가족은 물론 제국의 운명까지도 달라졌을지 모릅니다.
87,맞선 자리에서 프란츠 요제프에게 바람맞은 시시의 언니(헬레네)가 하나 있었죠.
88,이 사람의 애칭은 네네였는데 훗날 운송 사업을 하는 투른-탁시스 가문 후계자와 연애 결혼을 했습니다.
89,비록 남편의 신분이 자신보다 낮긴 했지만 네네의 결혼 생활은 행복했다고 합니다.
90,이들의 인생을 보면 진정한 행복은 성공이나 권력이 아니라 사랑하는 사람들과 함께 보내는 시간에서 나온다는 생각이 듭니다.
91,깊어가는 가을 이번 주말에는 사랑하는 사람들과 나들이를 해 보는 건 어떨까요.
92,&lt;그때 그 사람들&gt;은 미술과 고고학 등 과거 사람들이 남긴 흥미로운 것들에 대해 다루는 코너입니다.
93,기자 페이지를 구독하시면 토요일마다 연재되는 기사를 놓치지 않고 읽어보실 수 있습니다.
94,인질로 잡힌 동창을 포함한 세 친구의 허술한 납치극이 걷잡을 수 없는 길로 빠져드는 이야기를그린다.
95,온실 속 화초처럼 곱게 자란 부잣집 외아들로 납치극의 희생양이 되었지만 끊임없이 변수를 던지는 인물로 극에 긴장감을 더하며 다채로운활약을 펼칠 그의 연기 변신에 기대가모아진다.
96,탄탄한 연기력과 보는 이들을 빠져들게 만드는매력을 지닌 그가 이번 작품에서 보여줄 모습에 더욱 관심이쏠린다.
97,com *재판매 및 DB 금지서울뉴시스장지윤 인턴 기자 플렉스엠이 드라마 OST 축제를 연다.
98,K-드라마 OST 콘서트는 많은 사랑을 받았던 국내 드라마 OST를 공연하는 콘서트로 김나영 임한별 한승윤 송유빈 그룹 빅톤의 강승식이 참여한다.
99,김나영은 태양의 후예와 그 해 우리는 그리고 기상청 사람들 OST 무대를 선보인다.
100,이 밖에도 한승윤은 사내맞선과 경찰수업 OST를 송유빈은 김비서가 왜 그럴까와 냄새를 보는 소녀 OST를 강승식은 그 남자의 기억법 OST를 공연한다.
101,또한 이들은 스페셜 무대에서 드라마 팬들의 뜨거운 사랑을 받은 사랑의 불시착 도깨비 별에서 온 그대 OST도 부를 계획이다.
102,아울러 조동혁은 “건강을 위해 지푸라기라도 잡는 심정으로 좋아하던 육식까지 끊고 있는 중이라는 근황을 밝힌 것으로 전해져 그의 일상을 향한 궁금증이 더욱 커진다.
103,티빙과 웨이브 넷플릭스 등 온라인 동영상 서비스(OTT)에서 볼 수 있는 영화 남산의 부장들에도 술을 마시거나 흡연을 하는 장면은 빈번히 등장한다.
104,모니터링을 진행한 절주·금연응원단은 대부분이 음주 및 흡연이 가능한 법적 나이에 막 진입한 대학생들로 구성됐다.
105,모니터링 결과 방송 프로그램과 달리 OTT 드라마와 영화에서는 흡연하는 장면이 모자이크 처리 없이 송출됐고 청소년 음주와 흡연이 자연스럽게 묘사되는 장면도 목격됐다.
106,이처럼 OTT에서 음주와 흡연 장면 노출이 많은 것은 높은 이용률에도 불구하고 OTT 콘텐츠가 방송법의 규제를 받지 않는 규제 사각지대에 있기 때문으로 분석된다.
107,한국건강증진개발원은 미디어에 무분별하게 노출되는 음주·흡연 장면은 성인은 물론이고 청소년의 음주와 흡연에도 악영향을 미친다며 호기심이 많고 새로운 것을 좋아하는 성향의 청소년들이 영화나 미디어 속 음주·흡연 장면에 자연스럽게 노출되면서 음주와 흡연을 긍정적으로 인지하고 모방을 시도할 가능성이 높다고 지적했다.
108,개발원은 음주는 흡연 충동을 일으켜 음주의 시작이 흡연까지 이어질 가능성이 상당히 높다며 미디어와 영화 특히 청소년이 즐겨보는 OTT 콘텐츠에서의 음주·흡연 장면에 대한 적절한 규제가 필요하다고 강조했다.
109,이 기관에 따르면 프랑스의 경우 대중매체에서 술로 친목 행위를 하는 장면은 송출할 수 없으며 태국도 방송에서 술과 담배의 노출을 엄격히 금지하고 있다.
110,김혜수 왕실 교육 전쟁 뛰어든 열성적인 국모로 변신 tvN 드라마 슈룹tvN 제공.
111,재판매 및 DB 금지 슈룹은 사고뭉치 왕자들을 위해 치열한 왕실 교육 전쟁에 뛰어든 중전(김혜수 분)의 파란만장 궁중 분투기.
112,자식을 위한 슈룹(옛말로 우산)이 되어주려는 김혜수의 애끓는 모성 연기가 작품에 힘을 싣는다.
113,재판매 및 DB 금지 아픈 왕세자를 치료하기 위해 백방으로 뛰어다니고 철없는 왕자들 교육을 위해 밤을 새워가며 직접 출제 예상 문제를 만드는가 하면 어떤 모습이든 내 자식이라며 성 소수자 자녀를 포용하는 모습도 보여준다.
114,아들이 여장하는 모습을 밀실의 문 틈새로 목격한 중전이 숨 가빠 하며 하염없이 눈물을 흘리는 장면에선 김혜수의 연기가 빛을 발했다.
115,연출을 맡은 김형식 감독은 궁 안에서 관에 갇힌 듯한 중전의 심리를 독특한 구도로 시각화하며 몰입감을 높였다.
116,재판매 및 DB 금지 김 감독은 또 작품 곳곳에 탐미적인 장면을 넣고 몽타주 기법을 써 고궁의 미를 담아냈다.
117,지금까지 방송에서 다뤄지지 않았던 조선의 왕실 교육법을 다룬 점도 눈길을 끈다.
118,수명 연장을 위해 왕자들에게 맹물을 백번 끓이고 식혀 만든 약수를 먹이는 왕실 교육법 등을 보여주며 흥미를 유발했다.
119,다만 작품에 등장한 일부 용어와 자막 등은 역사 고증 논란에 휩싸이기도 했다.
120,중전이 임금의 침전을 찾는 장면에서 태화전이라고 적힌 편액을 걸어둔 것도 논란이 됐다.
121,태화전은 청나라 당시 자금성 정전의 이름으로 조선에서는 쓰이지 않았던 용어다.
122,토크콘서트에는 전인범 전 특전사령관 김해석 전 국방대학교 총장 배종찬 육군발전자문위원 등이 참여하며 버스터즈 로켓펀치 나나 백아연 등이 위문공연을 진행한다.
123,안보 토크콘서트를 주관한 박창식 국방홍보원장은 이번 콘서트를 통해 우리의 안보 현실을 돌아보고 장병들의 건강한 안보 의식을 높이는 계기가 되기를 기대한다고 말했다．
124,먼저 ‘얼룩’의 차학연(공지훈)은 “나는 그냥 피아노만 치려고 했어라며 의미심장한 미소를 짓고 있는가 하면 ‘방종’에서 오병훈으로 분한 김기해는 미지의 초능력을 손에 넣은 뒤 “이제 보여주면 되는거지?라고 읊조리며 흥미진진한 전개를 예고했다.
125,또한 긴박한 상황에 빠진 ‘열아홉 해달들’의 신은수(김재영)와 김재원(서우규)과 생활치료센터에서 종이컵 전화기로 서로를 알아가는 ‘낯선 계절에 만나’ 한지은(오희주) 김건우(명기준)의 풋풋한 모습이 펼쳐지며 보는 이들의 기대감을 한껏 끌어올렸다.
126,그런가 하면 ‘팬티의 계절’에서 팬티 회사 ‘GHT’에 입사한 강승윤(반대수)과 돈키호테 사장 최재섭(태기호)의 허심탄회한 대화와 ‘양들의 침묵’ 속 침묵과 고발 사이에 선택의 기로에 놓인 김새벽(최형원) 전혜원(임다인)의 열연으로 궁금증을 더한다.
127,매해 개성 넘치는 신예 작가 감독 배우들의 등장으로 주목을 받는 가운데 올해는 어떤 참신한 소재와 이야기들로 감동과 재미를 선사할지 더욱 기대를 모은다.
128,소속사 씨제스엔터테인먼트에 따르면 현재 설경구는 현재 이를 검토 중에 있다.
129,돌풍은 태왕사신기 추적자: THE CHASER 황금의 제국 펀치 등을 쓴 박경수 작가의 신작이다.
130,이번 드라마는 대한민국의 국무총리이자 대통령의 권한대행이 된 인물을 다루는 작품이다.
131,그간 설경구는 인터뷰 등에서 드라마에 도전할 생각이 없느냐는 질문을 자주 받아왔다.
132,그때마다 그는 영화와는 많이 다른 드라마 제작 시스템에 낯선 마음을 드러냈고 그 때문에 드라마에 출연하지 않는 배우라는 인상이 굳어졌었다.
133,하지만 설경구에 앞서 최민식과 송강호는 차례로 드라마 출연을 결정하며 기대감을 높였다.
134,카지노는 돈도 빽(back)도 없이 전설이 된 남자의 고난과 역경이 뒤섞인 일생을 다른 작품.
135,송강호도 최근 신연식 감독이 극본을 쓰고 연출하는 드라마 삼식이 삼촌에 출연하는 사실이 알려졌다.
136,전쟁 중에도 하루 세끼를 먹였다는 삼식이 삼촌과 초엘리트 김산이란 두 가상의 인물이 사랑과 믿음 혹은 의심의 이야기를 써나간다.
137,송강호는 주인공 삼식이 삼촌 역을 맡아 김산 역을 맡은 변요한과 브로맨스를 이룰 예정이다.
138,스크린에서나 볼 수 있었던 영화배우들이 드라마에 도전할 수 있었던 배경에는 OTT 플랫폼의 성공이 있다.
139,넷플릭스나 티빙 왓챠 등 스트리밍 회사에서 제작하는 오리지널 작품은 플랫폼의 특성상 영화보다는 시리즈가 더 선호된다.
140,오리니널 시리즈는 여러 회차로 나뉘어 공개할 수 있고 시즌제 제작도 가능해 구독자를 끌어들이는 데 더 유리하기 때문이다.
141,또한 OTT 시리즈물의 제작은 기존 방송 제작 시스템이 적용되지 않는 경향이 강하다.
142,대부분 사전 제작 작품인데다 영화 제작진이 다수 참여한 덕에 표준근로계약서 이행이 일반화된 영화계의 풍토에 맞춰 작업이 이뤄진다.
143,이 같은 OTT 제작 시스템은 드라마 시스템 전체로 퍼져 일반적인 방식으로 굳어져가고 있다.
144,이 관계자는 이와 더불어 글로벌 OTT 플랫폼과 오리지널 작품에 대한 평가가 상승하면서 시리즈나 드라마 출연에 부담을 느꼈던 배우들도 이제는 출연을 선택하게 된 것도 있다며 넷플릭스 오리지널 오징어 게임의 성공으로 배우 이정재는 글로벌 스타가 되지 않았나 요즘 시리즈물이나 드라마는 OTT 플랫폼을 통해 전세계로 방송되고 배우들은 이를 통해 더 많은 국적의 시청자들과 소통할 수 있게 된다 이보다 매력적인 선택지가 있을까라고 덧붙였다.
145,지난해 국내 ETF 시장 규모가 빠르게 확대되면서 다양한 산업 분야에 투자하는 이색 상품들이 잇달아 출시됐다.
146,하지만 이색 사업군과 국내 최초 등의 수식어를 앞세웠던 ETF 수익률은 현재 부진하다.
147,증시의 영향도 있지만 특정 시기에 유행하는 트렌드일 경우에는 시간이 지나면서 손실이 발생할 수 있는 만큼 투자자들의 주의가 요구된다.
148,전문가들은 테마 ETF 투자 시 장기적인 성장 가능성을 살펴보고 분산 투자를 통해 리스크 관리에 나서야 한다고 조언한다.
149,이 종목은 스튜디오드래곤과 위지윅스튜디오 쇼박스 등 국내 주요 영화와 드라마 제작·배급사 위주의 종목에 투자하는 상품이다.
150,오징어 게임을 비롯해 이상한 변호사 우영우 등의 프로그램이 전 세계적으로 인기를 끌면서 국내 주요 영화·드라마 제작사·배급사 위주의 종목을 추종하는 상품이다.
151,HANARO Fn K-POP&amp;미디어와 TIGER 미디어 컨텐츠 등도 마찬가지다.
152,지난해 말에는 골프산업에 투자하는 HANARO Fn골프테마 ETF도 출시됐다.
153,이 밖에 화장품을 비롯해 여행·레저 등에 투자하는 ETF는 물론 MZ세대의 주력 소비 기업을 선별해 추종하는 VITA MZ소비 액티브 ETF도 상장됐다.
154,이색 ETF 테마형 ETF는 국내 ETF 시장의 급격한 성장과 함께 확대됐다.
155,특정 산업 분야에 투자한 상품이 소위 말하는 대박을 친 것도 영향을 미쳤다.
156,테슬라에 주로 투자하는 상품으로 높은 수익을 올린 아크인베스트먼트의 ETF가 대표적이다.
157,테마 ETF는 투자자의 수요를 적시에 소화하고 선택의 폭을 넓혔다는 측면에서 긍정적인 면이 존재한다.
158,해당 산업에 투자하고 싶은데 어떤 종목을 선택해야 할지 고민이 된다면 테마 ETF를 이용해 관련 기업들에 투자함으로써 오히려 분산 투자 효과를 누릴 수도 있다.
159,다만 해당 산업이 미래 성장 가치가 있는지 특정 시기에만 주가가 뛰는 유행을 타는 종목인지는 판단할 필요가 있다.
160,김민기 자본시장연구원 연구위원은 테마형 투자는 장기적으로 성장 가능성을 염두에 두고 투자해야 한다며 테마라는 것이 반짝 타오를 수 있는 만큼 이 점을 항상 유념해야 한다고 말했다.
161,또 김 연구위원은 여러 가지 테마형 ETF에 분산투자하거나 ETF에 포함된 구성 종목들의 투자 지표 등을 살펴보는 것도 투자에 도움이 될 수 있다고 말했다.
162,스포츠서울 | 김민지기자배우 유승호가 웨이브 오리지널 드라마 ‘거래’ 출연을 확정했다.
163,인질로 잡힌 동창을 포함한 세 친구가 벌이는 허술한 납치극이 걷잡을 수 없는 길로 빠지게 되면서 벌어지는 이야기가 흥미진진하게 펼쳐질 전망이다.
164,유승호가 맡은 극의 주인공 이준성은 고교 시절 축구 유망주였으나 꿈이 꺾인 뒤 방황하다가 새로운 인생을 다짐하는 인물이다.
165,하지만 준성은 친구가 벌인 납치극에 휘말리며 다시 한번 현실과 이상의 기로에서 복잡하고 다양한 감정을 겪게 된다.
166,유승호는 그간 영화 ‘봉이 김선달’ ‘블라인드’ 드라마 ‘메모리스트’ ‘복수가 돌아왔다’ 등 다양한 작품을 통해 연기력을 꾸준히 입증해왔다.
167,올해 종영한 드라마 ‘꽃 피면 달 생각하고’에서는 카리스마 액션과 섬세한 감정 연기를 선보인 그가 예상하지 못한 상황을 마주한 청춘을 어떻게 유승호만의 매력으로 표현할지 관심이 쏠린다.
168,이에 이찬원이 네 번째 우승을 통해 본인곡  편의점의  가사처럼 삼각 김밥 라면 하나 메뉴를 모두 출시할 수 있을지 기대가 모이고 있다.
169,이상민 드라마 ‘스타스트럭’ 출연 확정배우 이상민이 청춘 로맨스 드라마 ‘스타스트럭’ 출연을 확정했다.
170,‘스타스트럭’은 리디에서 연재되었던 테라핀의 인기 웹소설 ‘스타스트럭’ (작가: 하태진)을 원작으로 한다.
171,어린 시절부터 서로에게 유일한 안식처가 되어 준 두 주인공 조유재와 서한준을 중심으로 펼쳐지는 원작은 하태진 작가 특유의 섬세한 대사와 현실감 있는 캐릭터로 국내외 탄탄한 독자층(팬덤)을 보유하고 있다.
172,지승민은 드라마 ‘스타스트럭’의 후반부 중심 배경이 되는 한국대학교 시절을 이끌어가는 캐릭터다.
173,이상민은 백주호 김인성 등과 호흡하며 명문대 엄친아 매력과 함께 남성미 넘치는 복싱 동아리 리더 등 대학교 신입생들이 꿈꿔왔던 워너비 선배美를 선보일 예정이다.
174,한편 이상민은 지난해 허성태-송재희-송지우 등이 소속된 한아름컴퍼니와 전속계약을 맺은 후 활발하게 활동 중이다.
175,최근 웹드라마 ‘Why R U’도 출연을 확정 지으며 열일 행보를 이어 나가고 있다.
176,(엑스포츠뉴스 최희재 기자) ‘슈룹’ 문상민이 남다른 존재감으로 시청자의 이목을 사로잡고 있다.
177,문상민은 tvN 토일드라마 ‘슈룹’에서 거칠어 보이지만 따뜻한 내면을 가진 성남대군 역으로 분해 열연을 펼치고 있다.
178,공개된 사진 속 문상민은 열정 가득 진지한 태도로 연기에 임하고 있는 모습이다.
179,약을 구하기 위해 움막촌에 들어가는 장면부터 배동 시험을 치르는 장면까지 눈빛 만으로도 다양한 감정을 표출하며 보는 이들의 시선을 집중시킨다.
180,문상민은 휘몰아치는 전개 속 극의 한 축을 담당하며 깊은 인상을 남기고 있다.
181,소중한 사람들과 관련된 일에는 물불 가리지 않고 뛰어드는 카리스마 넘치는 면모로 안방극장의 취향을 저격한 것.
182,안정적인 연기력은 물론 훈훈한 비주얼과 묵직한 목소리까지 다채로운 매력을 자랑하고 있다.
