,sentence
65,◇ 김현정&gt; 내가 지금 다시 태어났으면 지금 내가 이거 BTS 블랙핑크 저리 가라 했을 텐데 이런 생각 솔직히.
66,◇ 김현정&gt; 정말 제가 좋아하는 몇 곡 그 손가락 다섯 손가락 안에 들 정도로 제가 좋아하는 곡인데.
67,◆ 김완선&gt; 근데 저도 그 노래 이렇게 가끔 듣는데 너무 아련하고 좋아요.
68,◇ 김현정&gt; 그 어린 후배들 지금 핫한 그 후배들 못지않게 멋진 작품을 가지고 돌아오셨는데 조금 전에 직접 작사 작곡에 프로듀싱에 뮤직비디오 감독까지 한 그 작품 신곡 제목이 사과꽃.
69,어떤 이야기를 담으신 곡이에요?◆ 김완선&gt; 이 노래는 좀 그렇죠 인연 깊은 인연과 헤어지고 그리워하는데 언젠가 내 마음에 봄이 오면 그래도 그런 그리움도 좀 사라지고 내가 행복하게 잘 살 수 있지 않을까라는 그런 좀 희망 사항도 좀 닮은 그런 가을하고 어울리는 발라드입니다.
70,◇ 김현정&gt; 재미있게 즐기며 사는 화가이자 가수이자 작곡가이자 정말 다양한 일을 하고 있는 예술가 김완선 씨의 앞날을 응원하겠습니다.
71,방송화면 캡처뉴진스(NewJeans)가 부산에서 웃음과 힐링 에너지를 선사했다.
72,이들은 각 장소에 걸린 미션을 수행하기 위해 불꽃튀는 승부욕을 발산하는가 하면 미션 실패도 긍정적으로 받아들이는 등 웃음과 힐링을 선사했다.
73,부산의 명물 갈미조개를 먹으러 간 뉴진스는 초성 퀴즈 미션을 척척 맞히는 환상의 호흡을 보이며 모두가 미션에 성공했다.
74,멤버들은 무쌈과 김 등을 활용해 각자의 방식으로 갈미조개를 즐겨 새싹 ‘먹방러’의 자질을 보였다.
75,다대포에 도착한 뉴진스는 아쉽게 놓친 일몰에 실망하기도 했지만 이내 바다에 도착했다는 기쁨에 애니메이션 주제곡 ‘Under the Sea’를 불러 낙천적인 면모를 드러냈다.
76,이어 뉴진스는 낙조 분수대에서 분수쇼가 시작되자 일제히 분수대로 뛰어들었고 데뷔곡 ‘Attention’에 맞춰 춤을 추면서 청춘 드라마의 한 장면 같은 뮤직비디오를 완성했다.
77,뉴진스는 이날 하루 동안 수행한 비밀 미션을 공개하면서 해맑은 매력을 빛냈다.
78,모두의 미션 결과가 공개된 뒤 멤버들은 “다들 잘 했다라면서 서로를 다독여 돈독한 우정을 자랑했다.
79,이튿날 아침 민지와 혜인은 해변을 거닐면서 달리기 경주를 펼치고 모래사장에 ‘뉴진스 in 코드’를 새기는 등 새로운 추억을 쌓았다.
80,이후 뉴진스는 루지 탑승에 앞서 터져 나오는 설렘을 감추지 않았고 시작부터 함성을 지르며 루지의 매력에 푹 빠졌다.
81,뉴진스는 방송 말미 ‘K-디저트 타임’을 예고하는 안내문을 받고 기대 만발하는 모습을 보였다.
82,이어 공개된 다음 회차 예고편에는 길거리 화보를 찍는 멤버들의 모습과 다도를 즐기는 장면이 공개돼 이들의 부산 여행이 어떻게 마무리됐을지 궁금증을 높였다.
83,마이데일리 한혁승 기자 떠오르는 대세 그룹 뉴진스가 팬 사이에서 코디의 안티설이 제기될 만큼 패션에 실망스러움을 드러냈다.
84,그룹 뉴진스 멤버들의 출중한 비주얼만큼 패션이 따라가지 못한다고 생각하고 있다.
85,코디의 욕심인지 협찬 브랜드의 모든 아이템을 보여주는 듯 멤버들의 개성이라고 할 수 있는 헤어는 모두 모자로 덮어버리고 치마부터 와이드 팬츠까지 마치 옷 상점의 모든 아이템을 모두 보여주는듯한 패션을 선보였다.
86,다니엘과 민지는 색만 다른 니트 재질의 패션으로 같은 옷 누가 더 예쁘나 비교하 듯 패션을 선보였다.
87,민지를 제외한 모든 멤버들에게는 이렇게 같은 디자인의 다양한 색상과 패턴의 모자가 있습니다라고 보여주 듯 난해한 패션 포인트를 줬다.
88,가을 패션에 어울리는 롱부츠와 앵클부츠를 신은 멤버가 있는가 하면 혜인은 홀로 발가락을 드러낸 샌들을 신고 있다.
89,스마트폰과 컴퓨터가 보편적으로 보급된 환경에서 자란 Z세대의 팬덤 문화는 적극적으로 자신이 좋아하는 아티스트에게 의견을 제시하고 실망스러운 것은 과감히 비판한다.
90,이러한 팬들의 반응은 소속사에서 콘셉트 등 새로운 결정을 할 때 고려해 반영되기도 한다.
91,모두가 인형 같은 비주얼의 뉴진스의 패션이 앞으로 어떻게 변할지 기대가 된다.
92,내 맘 본능 편에서는 뉴진스 멤버 하니와 다니엘이 각자 스타일에 맞는 액세서리로 매력을 뽐내며 직접 원하는 메뉴로 홈화면을 구성할 수 있는 내 맘대로 홈 기능을 사용해 각자의 스타일대로 뉴 쏠의 홈 화면을 꾸미는 에피소드를 담았다.
93,스토리 본능 편은 거래 내역에 나만의 스토리를 담아 기록하고 공유할 수 있는 스토리뱅크 기능을 이용해 뉴진스 멤버 혜인과 해린이 민지의 생일선물과 케이크 거래 내역을 사진과 영상으로 기록하며 추억을 공유하는 내용이다.
94,신한은행은 뉴 쏠 TV광고 공개를 기념해 New Jeans X 신한 SOL 이벤트를 진행한다.
95,이날 ‘독수공방 하우스’는 ‘시크릿 박스’의 등장과 함께 로맨스 대격변에 휩싸인다.
96,한 출연자는 휴대전화까지 떨구며 망연자실하고 또 다른 출연자는 “너무 빡세다며 나라 잃은 표정으로 심신 안정에 돌입한다.
97,오로지 여자들의 선택으로만 결정되는 세 번째 밤 데이트에서는 여자들의 눈치싸움이 본격화된다.
98,서로의 속내를 탐지하려는 여자들의 살얼음판 기싸움을 지켜보던 정혜성은 “그만해!
99,나중엔 내가 더 빠져서 나만의 뉴진스였으면 좋겠고…라고 ‘독수공방 하우스’ 속 로맨스 판도를 ‘뉴진스’에 빗대어 분석한다.
100,드디어 세 번째 밤 데이트가 다가오자 반전에 반전을 거듭하는 충격 사태가 벌어진다.
101,이를 본 정혜성은 “전 울었을 것 같다고 안타까워하고 노홍철은 “화내도 인정이라며 고개를 끄덕인다.
102,급기야 초조한 밤을 보내던 한 출연자는 감정을 주체하지 못해 눈물까지 보이고 “이 정도일 줄은 몰랐다.
103,결국 정혜성은 미간까지 잔뜩 접으며 “아우 어떡해를 외치고 노홍철도 “진짜 못 보겠다며 말문을 닫는다.
104,하지만 얼마지 않아 ‘반전 로맨틱남’의 등장으로 ‘잠만 자는 사이’의 로맨스 기류는 새롭게 바뀐다.
105,노홍철은 “난리났어 이제!라고 잔뜩 흥분하고 정혜성은 “완전 남자다라고 감탄한다.
106,사진박문수 기자코카콜라의 신제품 코카콜라 제로 드림월드가 하늘색 콜라로 불리며 인기몰이 중이다.
107,코카콜라가 한정판 신제품 출시를 기념해 기획한 코카콜라 에디션X아르떼뮤지엄 드림월드 팝업스토어에는 대세 아이돌 뉴진스와 가수 쌈디 배우 이이경 등도 방문했다.
108,하늘색 콜라와 핑크색 공간 그리고 연예인을 앞세워 MZ세대에게 호평을 이끌어냈다.
109,디지털 아트를 전문으로 전시해온 아르떼뮤지엄과의 협업을 통해 구성된 팝업은 인스타그래머블한 감성으로 꾸며져 곳곳이 포토스팟으로 보였다.
110,△포토존 △포토부스로 구성된 체험존과 △비치 △정글 △썬더 △코카콜라를 주제로 디지털 아트가 표현된 전시존을 돌아보니 코카콜라가 좀 더 젊게 느껴졌다.
111,코카콜라 관계자는 독창적인 꿈의 세계를 표현한 디지털 미디어 아트를 통해 일상이 꿈처럼 황홀해지는 몰입을 경험하길 바란다고 말했다.
112,올해 초 코카콜라는 이색적인 브랜드 경험을 제공하기 위해 코카콜라 크리에디션을 선보였다.
113,#콜라 #팝업스토어 #코카콜라 #코카 #크리에디션 #아르떼뮤지엄 #드림월드
114,내 맘 본능 편에서는 하니와 다니엘이 각자 스타일에 맞는 액세서리로 매력을 뽐내며 직접 원하는 메뉴로 홈화면을 구성할 수 있는 내 맘대로 홈 기능을 사용해 각자의 스타일대로 쏠(SOL)의 홈 화면을 꾸미는 에피소드를 담았다.
115,스토리 본능 편은 거래 내역에 나만의 스토리를 담아 기록하고 공유할 수 있는 스토리뱅크 기능을 이용해 혜인과 해린이 민지의 생일선물과 케이크 거래 내역을 사진과 영상으로 기록하며 추억을 공유하는 내용이다.
116,신한은행은 뉴 쏠(New SOL) TV광고 공개를 기념해 New Jeans X 신한 SOL 이벤트를 진행한다.
117,민희진은 검은 볼캡을 쓴 채 브이를 했다가수 겸 배우 크리스탈이 민희진 대표와 각별한 우정을 자랑했다.
118,크리스탈 인스타그램 캡처특히 자리에는 하이브 산하 레이블 ‘어도어’ 대표 민희진이 참석해 눈길을 끈다.
119,민희진은 과거 SM엔터테인먼트의 아트디렉터로 일하며 크리스탈이 속한 그룹 에프엑스를 비롯해 샤이니 엑소 레드벨벳 등을 디렉팅한 바 있다.
120,민희진은 SM엔터테인먼트를 퇴사한 후 현재 ‘어도어’의 대표로 재직하며 그룹 뉴진스를 탄생시켰다.
121,이어 그런데 그 친구도 스타일링에 따라 다르게 보이기도 하더라 풋풋한 느낌을 개인적으로 좋아하기도 하고 어떻게 보면 다르고 어떻게 보면 닮기도 했다 너무 예쁘지 않나 뉴진스라고 말했다.
122,또한 그는 뉴진스가 나오자마자 유튜브 동영상으로 몇 번을 돌려봤는지 모른다 기분이 좋았다 요즘 예쁘게 나오는 핫한 친구를 닮았다고 하시니까라며 (나보다는)조금 더 이국적인 느낌이다라고 덧붙였다.
123,뉴진스 유튜브 채널에는 데뷔 후 뉴진스가 리얼리티 프로그램에서 같이 해 보고 싶었던 일을 즐기는 모습을 담은 뉴집스(NewZips)를 비롯해 앨범 제작 비하인드를 담은 메이킹 진스(Making Jeans) 기획형 웹 예능 진스 진(Jeans ZINE) 제작과 다양한 활동 비하인드를 가볍게 담은 라이트 진스(Light Jeans) 등이 업로드됐다.
124,어도어는 뉴진스는 뉴집스를 통해 데뷔 활동 비하인드부터 왁자지껄 캠핑 서로의 버킷리스트 룩을 완성해 준 빈티지 숍 쇼핑까지 멤버들의 있는 그대로의 모습과 발랄한 예능감을 보여줘 호평을 받고 있다고 전했다.
125,사진 출처 코카-콜라 코카-콜라가 하늘색 캔에 담긴 신제품 코카-콜라 제로 드림월드 출시를 기념해 홍대에 특별한 팝업스토어를 열었다.
126,제주 여수 강릉에서 만날 수 있던 아르떼뮤지엄과의 협업을 통해 몰입형 공간을 구현 경험을 중시하는 젊은 층을 공략한다는 전략이다.
127,공식 개관 전날엔 뉴진스 쌈디 이이경 등 유명인이 대거 현장을 찾아 관심도를 높였다.
128,비치 공간으로 들어서자 어둠 속에서 형형색색의 파도가 일렁였고 정글에서는 열대우림 속 기린 코끼리 등이 움직이는 모습이 형상화됐다.
129,코카-콜라 존에는 신제품 제로 드림월드를 맛볼 수 있는 냉장고를 중심으로 다양한 포토존이 마련돼 있었다.
130,신제품 제로 드림월드는 코카-콜라가 한정판 프로젝트 코카-콜라 크리에디션의 국내 세 번째 제품이다.
131,기존 제로콜라에 복숭아 농축과즙을 가미해 상큼함을 더했고 캔 배경에 하늘색을 입혀 기존 제품과 차별화?다.
132,코카-콜라는 드림월드 팝업을 통해 단순 제품 홍보를 넘어 브랜드 고유의 독창성과 예술성을 적극 알린다는 전략이다.
133,걸그룹 뉴진스를 비롯해 스프라이트의 새로운 모델 스프라이트 보이즈로 활동을 시작한 가수 로꼬와 GRAY(그레이) 씨그램 모델인 댄스팀 YGX 리더 리정 배우 이이경 등이 참석해 눈길을 끌었다.
134,◆ 식품업계 팝업 경쟁 치열…젊은 층 적극 공략 코카-콜라 제로 드림월드 팝업스토어의 `코카-콜라` 공간.
135,비교적 적은 비용으로 소비자 반응을 미리 살펴볼 수 있는 데다 인스타그래머블한(인스타그램에 올릴 만한) 공간을 중심으로 SNS 입소문 효과까지 톡톡히 얻을 수 있어서다.
136,동서식품은 핼러윈 시즌에 맞춰 이달 말까지 스타필드 고양점에서 오레오의 핼러윈 대모험이라는 콘셉트로 핼로윈 오레오 제품 팝업스토어를 진행한다.
137,사진 이하린 기자 이달 초에는 매일유업이 서울 성동구 성수동에 귀리 관련 제품을 체험할 수 있는 팝업스토어 어메이징 오트(귀리) 카페를 열었고 CJ제일제당 비비고는 국내 크래프트(수제) 맥주기업 제주맥주와 손잡고 팝업스토어 도깨비 만두바를 개관했다.
138,com사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
139,com사진 영상 제보받습니다 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다.
140,윤은혜는 과거 걸그룹 베이비복스로 활동한 경험이 있는 만큼 안무를 깔끔하게 소화해 눈길을 끌었다.
141,윤은혜는 영상 설명을 통해 아프리카 다녀와서 막막차 탄 Hype boy…더이상 막차는 없겠죠?라며 즉흥으로 하게 됐는데 약간 칼군무 각이 나오죠?
142,한편 윤은혜는 최근 MBC 예능 놀면 뭐하니?에 출연해 프로젝트 그룹 WSG 워너비로 활동한 바 있다.
143,텐아시아김서윤 기자 사진 크리스탈 인스타그램가수 겸 배우 크리스탈이 민희진 대표와 친분을 자랑했다.
144,사진 크리스탈 인스타그램공개된 사진에는 케이크를 선물 받고 행복한 표정을 지은 크리스탈의 모습이 담겨있다.
145,민희진은 SM 대표 아트디렉터로 소녀시대 에프엑스 엑소 엔시티 등을 디렉팅한 바 있다.
146,매월 텐아시아 아티스트 톱텐(TENASIA ARTIST TOP TEN)에 주어지는 혜택은 아티스트 단독 특집 기사 매월 텐아시아 메인 내 Artist Top Ten으로 홍보된다.
147,방탄소년단(BTS)을 주력으로 내세우던 하이브(HYBE)가 각 레이블에서 탄생한 걸그룹들의 선전으로 안도의 한숨을 내쉬고 있다.
148,이 같은 최근의 흐름은 방탄소년단의 진(본명 김석진)을 시작으로 한 군 입대 계획이 본격적으로 시작됐기에 더욱 큰 의미를 갖는다.
149,이처럼 하이브가 제시한 미래 청사진과는 별개로 최근 각 레이블들의 대표 걸그룹들이 크게 약진 중인 것이 눈에 띈다.
150,증권가 역시 이 걸그룹들의 행보 등에 주목하면서 하이브에 대한 가치를 긍정적으로 내다보고 있다.
151,먼저 하이브의 레이블 어도어에서 탄생한 신인 그룹 뉴진스(NewJeans)는 시작부터 파격적인 프로모션을 선보여 화제를 모았다.
152,이들은 데뷔와 동시에 어텐션 hype boy Cookie 등 세 편의 뮤직 비디오를 통해 멤버를 공개했다.
153,이에 더해 멤버의 과거 리스크까지 이어지면서 적지 않은 우여곡절을 겪어야 했다.
154,이러한 후배 걸그룹들의 약진에도 불구하고 탄탄한 팬덤을 보유 중인 프로미스나인의 꾸준함도 칭찬할 만하다.
155,앞서 밝힌 하이브 레이블 산하 세 걸그룹들의 행보를 보면 앞으로 이들의 비중은 점점 커질 전망이다.
156,방탄소년단의 부재가 확실시 된 현재 하이브는 아이러니하게도 걸그룹 명가가 될 절호의 기회를 맞았다.
157,과연 이 세 팀의 걸그룹은 큰 오빠들(BTS)의 빈 자리를 조금이나마 채울 하이브의 미래 먹거리로 성장할 수 있을까.
158,사진OSEN* YTN star에서는 연예인 및 연예계 종사자들과 관련된 제보를 받습니다.
159,한편 민희진 대표이사가 이끄는 어도어(ADOR)에서 선보인 뉴진스는 ‘New Jeans’ 발매와 동시에 전 세계를 아우르는 대세 아티스트로 부상했다.
160,/사진정수정 인스타그램가수 겸 배우 정수정(크리스탈)이 어도어 CEO 민희진과 생일 파티를 공개했다.
161,정수정이 그룹 에프엑스로 활동하던 시절 A&amp;R로 있던 민희진과 작업 다수 앨범으로 좋은 성적을 거뒀다.
162,스카이파크 전망대·마린 어드벤처 파크·청사포… 걸그룹 뉴진스가 SBS 예능프로그램 ‘뉴진스 코드 in 부산’을 통해 부산 여행기를 공개해 인기를 끌고 있다.
163,사진제공｜SBS 걸그룹 뉴진스(민지·하니·다니엘·해린·혜인)가 최근 방송하는 SBS 예능프로그램 ‘뉴진스 코드 in 부산’(뉴진스 코드)을 통해 부산 곳곳에 숨겨진 관광명소를 소개해 눈길을 끈다.
164,이들의 발자취를 뒤따르는 팬들이 각종 SNS에 인증샷을 잇따라 올리면서 해당 장소들이 벌써 ‘핫 플레이스’로 발돋움하고 있다.
165,또 부산의 명물인 돼지국밥을 즐기고 루지를 타고 도로를 질주하는 모습으로 ‘반전’도 선사한다.
166,이들이 프로그램을 촬영한 송도 스카이파크 전망대 영도 마린 어드벤처 파크 전포공구길 청사포 등대 대대포 낙조분수쇼 등에는 이미 팬들의 발길로 북적이고 있다.
167,부산시티투어버스를 이용하는 방법이나 멤버들이 부평깡통시장에서 사먹은 물떡 호두과자 등 각종 먹거리를 판매하는 점포 등에 대한 정보도 각종 SNS에서 끊임없이 공유되고 있다.
168,이들이 방문한 장소마다 설치된 QR코드를 찍어 각종 미션을 따라한 후 개인 SNS에 인증샷을 올리면 된다.
169,송도 영도 전포 광안리 등 촬영지여행코스 개발하고 SNS 이벤트K-POP 스타 뉴진스가 부산에서 촬영한 ‘뉴진스 코드 in 부산’의 장소들이 여행 코스로 개발된다.
170,부산관광공사 제공공사는 프로그램 속 촬영지인 ▷송도 스카이파크 전망대 ▷영도 마린 어드벤처 파크 ▷부산시티투어버스(부산역 정류장) ▷전포공구길(청년플래닛) ▷광안리 관광안내소(드론쇼) ▷해운대리버크루즈 ▷청사포 등대 일대에 이벤트 미션을 확인할 수 있는 QR코드 입간판을 설치했다.
171,미션을 따라 여행 인증샷을 촬영하고 개인 SNS 계정에 업로드하면 이벤트 참가가 가능하다.
172,공사 관계자는 “글로벌 관광도시 부산을 알리기 위한 사업의 일환으로 제작한 이번 예능 프로그램의 촬영지를 신규 부산 여행코스로 개발해 국내외 여행객 대상으로 다양한 프로모션을 진행할 계획이라며 “관광객 유치 확대를 위해 숨겨진 부산 관광지를 지속적으로 발굴하고 알리겠다고 말했다.
